State,Year,Quarter,District,Registered_users
Himachal Pradesh,2021,2,chamba,83542
Himachal Pradesh,2021,3,solan,360324
Himachal Pradesh,2021,3,kangra,355274
Himachal Pradesh,2021,3,shimla,235163
Himachal Pradesh,2021,3,mandi,216188
Himachal Pradesh,2021,3,sirmaur,134870
Himachal Pradesh,2021,3,hamirpur,126753
Himachal Pradesh,2021,3,kullu,124078
Himachal Pradesh,2021,3,una,116973
Himachal Pradesh,2021,3,bilaspur,91291
Himachal Pradesh,2021,3,chamba,90344
Himachal Pradesh,2021,4,solan,385901
Himachal Pradesh,2021,4,kangra,380492
Himachal Pradesh,2021,4,shimla,251745
Himachal Pradesh,2021,4,mandi,231360
Himachal Pradesh,2021,4,sirmaur,144716
Himachal Pradesh,2021,4,hamirpur,135670
Himachal Pradesh,2021,4,kullu,132702
Himachal Pradesh,2021,4,una,125192
Himachal Pradesh,2021,4,bilaspur,97687
Himachal Pradesh,2021,4,chamba,96745
Himachal Pradesh,2022,1,solan,410487
Himachal Pradesh,2022,1,kangra,405048
Himachal Pradesh,2022,1,shimla,267642
Himachal Pradesh,2022,1,mandi,246307
Himachal Pradesh,2022,1,sirmaur,154267
Himachal Pradesh,2022,1,hamirpur,144434
Himachal Pradesh,2022,1,kullu,141024
Himachal Pradesh,2022,1,una,133249
Himachal Pradesh,2022,1,bilaspur,104121
Himachal Pradesh,2022,1,chamba,103270
Himachal Pradesh,2022,2,solan,433753
Himachal Pradesh,2022,2,kangra,427676
Himachal Pradesh,2022,2,shimla,282560
Himachal Pradesh,2022,2,mandi,260233
Himachal Pradesh,2022,2,sirmaur,163150
Himachal Pradesh,2022,2,hamirpur,152759
Himachal Pradesh,2022,2,kullu,148844
Himachal Pradesh,2022,2,una,140791
Himachal Pradesh,2022,2,bilaspur,110019
Himachal Pradesh,2022,2,chamba,109087
Himachal Pradesh,2022,3,solan,457393
Himachal Pradesh,2022,3,kangra,449619
Himachal Pradesh,2022,3,shimla,296508
Himachal Pradesh,2022,3,mandi,273475
Himachal Pradesh,2022,3,sirmaur,171743
Himachal Pradesh,2022,3,hamirpur,160759
Himachal Pradesh,2022,3,kullu,156387
Himachal Pradesh,2022,3,una,148148
Himachal Pradesh,2022,3,bilaspur,115654
Himachal Pradesh,2022,3,chamba,114576
Himachal Pradesh,2022,4,solan,479537
Himachal Pradesh,2022,4,kangra,468410
Himachal Pradesh,2022,4,shimla,308448
Himachal Pradesh,2022,4,mandi,284425
Himachal Pradesh,2022,4,sirmaur,179223
Himachal Pradesh,2022,4,hamirpur,167686
Himachal Pradesh,2022,4,kullu,162922
Himachal Pradesh,2022,4,una,154314
Himachal Pradesh,2022,4,bilaspur,120345
Himachal Pradesh,2022,4,chamba,118985
Himachal Pradesh,2023,1,solan,501947
Himachal Pradesh,2023,1,kangra,489369
Himachal Pradesh,2023,1,shimla,322036
Himachal Pradesh,2023,1,mandi,296936
Himachal Pradesh,2023,1,sirmaur,187417
Himachal Pradesh,2023,1,hamirpur,175074
Himachal Pradesh,2023,1,kullu,170048
Himachal Pradesh,2023,1,una,161122
Himachal Pradesh,2023,1,bilaspur,125771
Himachal Pradesh,2023,1,chamba,124457
Himachal Pradesh,2023,2,solan,523060
Himachal Pradesh,2023,2,kangra,510261
Himachal Pradesh,2023,2,shimla,335735
Himachal Pradesh,2023,2,mandi,310048
Himachal Pradesh,2023,2,sirmaur,195687
Himachal Pradesh,2023,2,hamirpur,182553
Himachal Pradesh,2023,2,kullu,177077
Himachal Pradesh,2023,2,una,168253
Himachal Pradesh,2023,2,bilaspur,131239
Himachal Pradesh,2023,2,chamba,130138
Himachal Pradesh,2023,3,solan,544140
Himachal Pradesh,2023,3,kangra,530786
Himachal Pradesh,2023,3,shimla,348966
Himachal Pradesh,2023,3,mandi,322502
Himachal Pradesh,2023,3,sirmaur,203991
Himachal Pradesh,2023,3,hamirpur,189913
Himachal Pradesh,2023,3,kullu,184280
Himachal Pradesh,2023,3,una,175125
Himachal Pradesh,2023,3,bilaspur,136648
Himachal Pradesh,2023,3,chamba,135482
Himachal Pradesh,2023,4,solan,565485
Himachal Pradesh,2023,4,kangra,551176
Himachal Pradesh,2023,4,shimla,362109
Himachal Pradesh,2023,4,mandi,335088
Himachal Pradesh,2023,4,sirmaur,212088
Himachal Pradesh,2023,4,hamirpur,197499
Himachal Pradesh,2023,4,kullu,191029
Himachal Pradesh,2023,4,una,181977
Himachal Pradesh,2023,4,bilaspur,141779
Himachal Pradesh,2023,4,chamba,140790
Himachal Pradesh,2024,1,solan,589300
Himachal Pradesh,2024,1,kangra,574721
Himachal Pradesh,2024,1,shimla,377256
Himachal Pradesh,2024,1,mandi,349578
Himachal Pradesh,2024,1,sirmaur,221437
Himachal Pradesh,2024,1,hamirpur,205849
Himachal Pradesh,2024,1,kullu,199263
Himachal Pradesh,2024,1,una,189642
Himachal Pradesh,2024,1,bilaspur,147931
Himachal Pradesh,2024,1,chamba,147121
Himachal Pradesh,2024,2,solan,612920
Himachal Pradesh,2024,2,kangra,597874
Himachal Pradesh,2024,2,shimla,392141
Himachal Pradesh,2024,2,mandi,363743
Himachal Pradesh,2024,2,sirmaur,230449
Himachal Pradesh,2024,2,hamirpur,214263
Himachal Pradesh,2024,2,kullu,207106
Himachal Pradesh,2024,2,una,197369
Himachal Pradesh,2024,2,bilaspur,153876
Himachal Pradesh,2024,2,chamba,153070
Jammu And Kashmir,2018,1,jammu,45294
Jammu And Kashmir,2018,1,srinagar,18233
Jammu And Kashmir,2018,1,baramulla,16299
Jammu And Kashmir,2018,1,budgam,11594
Jammu And Kashmir,2018,1,anantnag,11556
Jammu And Kashmir,2018,1,udhampur,8457
Jammu And Kashmir,2018,1,pulwama,8441
Jammu And Kashmir,2018,1,kathua,8039
Jammu And Kashmir,2018,1,kupwara,7254
Jammu And Kashmir,2018,1,samba,6534
Jammu And Kashmir,2018,2,jammu,64681
Jammu And Kashmir,2018,2,srinagar,27035
Jammu And Kashmir,2018,2,baramulla,25870
Jammu And Kashmir,2018,2,budgam,17809
Jammu And Kashmir,2018,2,anantnag,16373
Jammu And Kashmir,2018,2,pulwama,12218
Jammu And Kashmir,2018,2,udhampur,12195
Jammu And Kashmir,2018,2,kathua,11778
Jammu And Kashmir,2018,2,kupwara,11482
Jammu And Kashmir,2018,2,samba,9601
Jammu And Kashmir,2018,3,jammu,86877
Jammu And Kashmir,2018,3,srinagar,35583
Jammu And Kashmir,2018,3,baramulla,31069
Jammu And Kashmir,2018,3,budgam,22301
Jammu And Kashmir,2018,3,anantnag,20234
Jammu And Kashmir,2018,3,udhampur,16058
Jammu And Kashmir,2018,3,kathua,15849
Jammu And Kashmir,2018,3,kupwara,15754
Jammu And Kashmir,2018,3,pulwama,15427
Jammu And Kashmir,2018,3,samba,13304
Jammu And Kashmir,2018,4,jammu,113005
Jammu And Kashmir,2018,4,srinagar,44328
Jammu And Kashmir,2018,4,baramulla,37661
Jammu And Kashmir,2018,4,budgam,27710
Jammu And Kashmir,2018,4,anantnag,24448
Jammu And Kashmir,2018,4,udhampur,21123
Jammu And Kashmir,2018,4,kathua,21030
Jammu And Kashmir,2018,4,kupwara,20492
Jammu And Kashmir,2018,4,pulwama,18846
Jammu And Kashmir,2018,4,samba,17595
Jammu And Kashmir,2019,1,jammu,134408
Jammu And Kashmir,2019,1,srinagar,52762
Jammu And Kashmir,2019,1,baramulla,45150
Jammu And Kashmir,2019,1,budgam,34255
Jammu And Kashmir,2019,1,anantnag,30103
Jammu And Kashmir,2019,1,kathua,25620
Jammu And Kashmir,2019,1,kupwara,25544
Jammu And Kashmir,2019,1,udhampur,25515
Jammu And Kashmir,2019,1,pulwama,23230
Jammu And Kashmir,2019,1,samba,21495
Jammu And Kashmir,2019,2,jammu,160241
Jammu And Kashmir,2019,2,srinagar,62190
Jammu And Kashmir,2019,2,baramulla,53196
Jammu And Kashmir,2019,2,budgam,39965
Jammu And Kashmir,2019,2,anantnag,35488
Jammu And Kashmir,2019,2,kupwara,30791
Jammu And Kashmir,2019,2,kathua,30602
Jammu And Kashmir,2019,2,udhampur,29856
Jammu And Kashmir,2019,2,pulwama,27167
Jammu And Kashmir,2019,2,samba,25990
Jammu And Kashmir,2019,3,jammu,169849
Jammu And Kashmir,2019,3,srinagar,64758
Jammu And Kashmir,2019,3,baramulla,54404
Jammu And Kashmir,2019,3,budgam,41004
Jammu And Kashmir,2019,3,anantnag,36371
Jammu And Kashmir,2019,3,kupwara,32431
Jammu And Kashmir,2019,3,kathua,32213
Jammu And Kashmir,2019,3,udhampur,31297
Jammu And Kashmir,2019,3,pulwama,27963
Jammu And Kashmir,2019,3,samba,27579
Jammu And Kashmir,2019,4,jammu,174858
Jammu And Kashmir,2019,4,srinagar,65611
Jammu And Kashmir,2019,4,baramulla,55042
Jammu And Kashmir,2019,4,budgam,41377
Jammu And Kashmir,2019,4,anantnag,36725
Jammu And Kashmir,2019,4,kathua,33481
Jammu And Kashmir,2019,4,kupwara,33279
Jammu And Kashmir,2019,4,udhampur,32252
Jammu And Kashmir,2019,4,pulwama,28336
Jammu And Kashmir,2019,4,samba,28333
Jammu And Kashmir,2020,1,jammu,191031
Jammu And Kashmir,2020,1,srinagar,70755
Jammu And Kashmir,2020,1,baramulla,59123
Jammu And Kashmir,2020,1,budgam,44636
Jammu And Kashmir,2020,1,anantnag,39513
Jammu And Kashmir,2020,1,kathua,37300
Jammu And Kashmir,2020,1,kupwara,36690
Jammu And Kashmir,2020,1,udhampur,35408
Jammu And Kashmir,2020,1,samba,31570
Jammu And Kashmir,2020,1,pulwama,30796
Jammu And Kashmir,2020,2,jammu,220805
Jammu And Kashmir,2020,2,srinagar,78458
Jammu And Kashmir,2020,2,baramulla,66095
Jammu And Kashmir,2020,2,budgam,49962
Jammu And Kashmir,2020,2,kathua,44719
Jammu And Kashmir,2020,2,anantnag,44423
Jammu And Kashmir,2020,2,kupwara,41855
Jammu And Kashmir,2020,2,udhampur,41813
Jammu And Kashmir,2020,2,samba,37600
Jammu And Kashmir,2020,2,pulwama,34565
Jammu And Kashmir,2020,3,jammu,248814
Jammu And Kashmir,2020,3,srinagar,87182
Jammu And Kashmir,2020,3,baramulla,73162
Jammu And Kashmir,2020,3,budgam,55153
Jammu And Kashmir,2020,3,kathua,50914
Jammu And Kashmir,2020,3,anantnag,49443
Jammu And Kashmir,2020,3,udhampur,47399
Jammu And Kashmir,2020,3,kupwara,47288
Jammu And Kashmir,2020,3,samba,42915
Jammu And Kashmir,2020,3,pulwama,38434
Jammu And Kashmir,2020,4,jammu,282463
Jammu And Kashmir,2020,4,srinagar,98923
Jammu And Kashmir,2020,4,baramulla,83119
Jammu And Kashmir,2020,4,budgam,62364
Jammu And Kashmir,2020,4,kathua,57651
Jammu And Kashmir,2020,4,anantnag,56211
Jammu And Kashmir,2020,4,kupwara,54447
Jammu And Kashmir,2020,4,udhampur,53803
Jammu And Kashmir,2020,4,samba,48775
Jammu And Kashmir,2020,4,rajouri,43240
Jammu And Kashmir,2021,1,jammu,307670
Jammu And Kashmir,2021,1,srinagar,107147
Jammu And Kashmir,2021,1,baramulla,90607
Jammu And Kashmir,2021,1,budgam,67920
Jammu And Kashmir,2021,1,kathua,62777
Jammu And Kashmir,2021,1,anantnag,61151
Jammu And Kashmir,2021,1,kupwara,59485
Jammu And Kashmir,2021,1,udhampur,58664
Jammu And Kashmir,2021,1,samba,53123
Jammu And Kashmir,2021,1,rajouri,47092
Jammu And Kashmir,2021,2,jammu,329625
Jammu And Kashmir,2021,2,srinagar,114498
Jammu And Kashmir,2021,2,baramulla,97258
Jammu And Kashmir,2021,2,budgam,72750
Jammu And Kashmir,2021,2,kathua,67569
Jammu And Kashmir,2021,2,anantnag,65592
Jammu And Kashmir,2021,2,kupwara,63957
Jammu And Kashmir,2021,2,udhampur,63296
Jammu And Kashmir,2021,2,samba,57066
Jammu And Kashmir,2021,2,rajouri,50772
Jammu And Kashmir,2021,3,jammu,354280
Jammu And Kashmir,2021,3,srinagar,122752
Jammu And Kashmir,2021,3,baramulla,104763
Jammu And Kashmir,2021,3,budgam,78298
Jammu And Kashmir,2021,3,kathua,73280
Jammu And Kashmir,2021,3,anantnag,70633
Jammu And Kashmir,2021,3,kupwara,69102
Jammu And Kashmir,2021,3,udhampur,68452
Jammu And Kashmir,2021,3,samba,61677
Jammu And Kashmir,2021,3,rajouri,55013
Jammu And Kashmir,2021,4,jammu,378618
Jammu And Kashmir,2021,4,srinagar,130968
Jammu And Kashmir,2021,4,baramulla,112175
Jammu And Kashmir,2021,4,budgam,83726
Jammu And Kashmir,2021,4,kathua,78693
Jammu And Kashmir,2021,4,anantnag,75622
Jammu And Kashmir,2021,4,kupwara,74136
Jammu And Kashmir,2021,4,udhampur,73525
Jammu And Kashmir,2021,4,samba,66057
Jammu And Kashmir,2021,4,rajouri,59304
Jammu And Kashmir,2022,1,jammu,401675
Jammu And Kashmir,2022,1,srinagar,138727
Jammu And Kashmir,2022,1,baramulla,119475
Jammu And Kashmir,2022,1,budgam,88994
Jammu And Kashmir,2022,1,kathua,83944
Jammu And Kashmir,2022,1,anantnag,80434
Jammu And Kashmir,2022,1,kupwara,78894
Jammu And Kashmir,2022,1,udhampur,78353
Jammu And Kashmir,2022,1,samba,70288
Jammu And Kashmir,2022,1,rajouri,63232
Jammu And Kashmir,2022,2,jammu,423398
Jammu And Kashmir,2022,2,srinagar,146169
Jammu And Kashmir,2022,2,baramulla,126067
Jammu And Kashmir,2022,2,budgam,93893
Jammu And Kashmir,2022,2,kathua,88764
Jammu And Kashmir,2022,2,anantnag,84898
Jammu And Kashmir,2022,2,kupwara,83470
Jammu And Kashmir,2022,2,udhampur,82705
Jammu And Kashmir,2022,2,samba,74186
Jammu And Kashmir,2022,2,rajouri,66893
Jammu And Kashmir,2022,3,jammu,445345
Jammu And Kashmir,2022,3,srinagar,153729
Jammu And Kashmir,2022,3,baramulla,132526
Jammu And Kashmir,2022,3,budgam,98698
Jammu And Kashmir,2022,3,kathua,93084
Jammu And Kashmir,2022,3,anantnag,89184
Jammu And Kashmir,2022,3,kupwara,87867
Jammu And Kashmir,2022,3,udhampur,86915
Jammu And Kashmir,2022,3,samba,78092
Jammu And Kashmir,2022,3,rajouri,70231
Jammu And Kashmir,2022,4,jammu,465635
Jammu And Kashmir,2022,4,srinagar,160924
Jammu And Kashmir,2022,4,baramulla,138215
Jammu And Kashmir,2022,4,budgam,103056
Jammu And Kashmir,2022,4,kathua,96688
Jammu And Kashmir,2022,4,anantnag,93107
Jammu And Kashmir,2022,4,kupwara,91691
Jammu And Kashmir,2022,4,udhampur,90677
Jammu And Kashmir,2022,4,samba,81447
Jammu And Kashmir,2022,4,rajouri,72921
Jammu And Kashmir,2023,1,jammu,485903
Jammu And Kashmir,2023,1,srinagar,167765
Jammu And Kashmir,2023,1,baramulla,144514
Jammu And Kashmir,2023,1,budgam,107555
Jammu And Kashmir,2023,1,kathua,100962
Jammu And Kashmir,2023,1,anantnag,97227
Jammu And Kashmir,2023,1,kupwara,95832
Jammu And Kashmir,2023,1,udhampur,94792
Jammu And Kashmir,2023,1,samba,85114
Jammu And Kashmir,2023,1,rajouri,76256
Jammu And Kashmir,2023,2,jammu,504935
Jammu And Kashmir,2023,2,srinagar,174167
Jammu And Kashmir,2023,2,baramulla,150753
Jammu And Kashmir,2023,2,budgam,112096
Jammu And Kashmir,2023,2,kathua,105650
Jammu And Kashmir,2023,2,anantnag,101512
Jammu And Kashmir,2023,2,kupwara,100220
Jammu And Kashmir,2023,2,udhampur,98918
Jammu And Kashmir,2023,2,samba,88654
Jammu And Kashmir,2023,2,rajouri,79836
Jammu And Kashmir,2023,3,jammu,524726
Jammu And Kashmir,2023,3,srinagar,180872
Jammu And Kashmir,2023,3,baramulla,156673
Jammu And Kashmir,2023,3,budgam,116523
Jammu And Kashmir,2023,3,kathua,110005
Jammu And Kashmir,2023,3,anantnag,105459
Jammu And Kashmir,2023,3,kupwara,104220
Jammu And Kashmir,2023,3,udhampur,103054
Jammu And Kashmir,2023,3,samba,92315
Jammu And Kashmir,2023,3,rajouri,83335
Jammu And Kashmir,2023,4,jammu,542942
Jammu And Kashmir,2023,4,srinagar,187378
Jammu And Kashmir,2023,4,baramulla,162749
Jammu And Kashmir,2023,4,budgam,121095
Jammu And Kashmir,2023,4,kathua,114338
Jammu And Kashmir,2023,4,anantnag,109642
Jammu And Kashmir,2023,4,kupwara,108196
Jammu And Kashmir,2023,4,udhampur,106838
Jammu And Kashmir,2023,4,samba,95819
Jammu And Kashmir,2023,4,rajouri,86618
Jammu And Kashmir,2024,1,jammu,563905
Jammu And Kashmir,2024,1,srinagar,194780
Jammu And Kashmir,2024,1,baramulla,169476
Jammu And Kashmir,2024,1,budgam,126146
Jammu And Kashmir,2024,1,kathua,119369
Jammu And Kashmir,2024,1,anantnag,114215
Jammu And Kashmir,2024,1,kupwara,112748
Jammu And Kashmir,2024,1,udhampur,111438
Jammu And Kashmir,2024,1,samba,99768
Jammu And Kashmir,2024,1,rajouri,90494
Jammu And Kashmir,2024,2,jammu,584892
Jammu And Kashmir,2024,2,srinagar,202116
Jammu And Kashmir,2024,2,baramulla,176182
Jammu And Kashmir,2024,2,budgam,131188
Jammu And Kashmir,2024,2,kathua,123907
Jammu And Kashmir,2024,2,anantnag,118778
Jammu And Kashmir,2024,2,kupwara,117021
Jammu And Kashmir,2024,2,udhampur,115581
Jammu And Kashmir,2024,2,samba,103572
Jammu And Kashmir,2024,2,rajouri,93888
Jharkhand,2018,1,ranchi,159444
Jharkhand,2018,1,dhanbad,130195
Jharkhand,2018,1,east singhbhum,103016
Jharkhand,2018,1,bokaro,101673
Jharkhand,2018,1,hazaribagh,56421
Jharkhand,2018,1,giridih,45940
Jharkhand,2018,1,ramgarh,37875
Jharkhand,2018,1,deoghar,35229
Jharkhand,2018,1,palamu,31788
Jharkhand,2018,1,saraikela kharsawan,31177
Jharkhand,2018,2,ranchi,216019
Jharkhand,2018,2,dhanbad,181348
Jharkhand,2018,2,east singhbhum,142493
Jharkhand,2018,2,bokaro,139675
Jharkhand,2018,2,hazaribagh,78856
Jharkhand,2018,2,giridih,63248
Jharkhand,2018,2,ramgarh,51846
Jharkhand,2018,2,deoghar,50575
Jharkhand,2018,2,palamu,45659
Jharkhand,2018,2,saraikela kharsawan,43186
Jharkhand,2018,3,ranchi,265341
Jharkhand,2018,3,dhanbad,219103
Jharkhand,2018,3,east singhbhum,176668
Jharkhand,2018,3,bokaro,167183
Jharkhand,2018,3,hazaribagh,99502
Jharkhand,2018,3,giridih,80440
Jharkhand,2018,3,deoghar,63814
Jharkhand,2018,3,ramgarh,63704
Jharkhand,2018,3,palamu,59382
Jharkhand,2018,3,saraikela kharsawan,54706
Jharkhand,2018,4,ranchi,326599
Jharkhand,2018,4,dhanbad,268439
Jharkhand,2018,4,east singhbhum,217406
Jharkhand,2018,4,bokaro,202242
Jharkhand,2018,4,hazaribagh,126167
Jharkhand,2018,4,giridih,103118
Jharkhand,2018,4,deoghar,80669
Jharkhand,2018,4,ramgarh,78772
Jharkhand,2018,4,palamu,77478
Jharkhand,2018,4,saraikela kharsawan,68611
Jharkhand,2019,1,ranchi,386608
Jharkhand,2019,1,dhanbad,313255
Jharkhand,2019,1,east singhbhum,256344
Jharkhand,2019,1,bokaro,235969
Jharkhand,2019,1,hazaribagh,151904
Jharkhand,2019,1,giridih,123889
Jharkhand,2019,1,deoghar,97449
Jharkhand,2019,1,palamu,94917
Jharkhand,2019,1,ramgarh,93606
Jharkhand,2019,1,saraikela kharsawan,81052
Jharkhand,2019,2,ranchi,441616
Jharkhand,2019,2,dhanbad,350861
Jharkhand,2019,2,east singhbhum,293761
Jharkhand,2019,2,bokaro,263361
Jharkhand,2019,2,hazaribagh,174278
Jharkhand,2019,2,giridih,140800
Jharkhand,2019,2,deoghar,115129
Jharkhand,2019,2,palamu,109508
Jharkhand,2019,2,ramgarh,106681
Jharkhand,2019,2,saraikela kharsawan,91579
Jharkhand,2019,3,ranchi,495155
Jharkhand,2019,3,dhanbad,388528
Jharkhand,2019,3,east singhbhum,329319
Jharkhand,2019,3,bokaro,290252
Jharkhand,2019,3,hazaribagh,196452
Jharkhand,2019,3,giridih,155689
Jharkhand,2019,3,deoghar,132603
Jharkhand,2019,3,palamu,123609
Jharkhand,2019,3,ramgarh,119804
Jharkhand,2019,3,saraikela kharsawan,101247
Jharkhand,2019,4,ranchi,548293
Jharkhand,2019,4,dhanbad,436201
Jharkhand,2019,4,east singhbhum,364379
Jharkhand,2019,4,bokaro,322689
Jharkhand,2019,4,hazaribagh,222038
Jharkhand,2019,4,giridih,175648
Jharkhand,2019,4,deoghar,155132
Jharkhand,2019,4,palamu,141817
Jharkhand,2019,4,ramgarh,134423
Jharkhand,2019,4,saraikela kharsawan,112827
Jharkhand,2020,1,ranchi,602664
Jharkhand,2020,1,dhanbad,479075
Jharkhand,2020,1,east singhbhum,398663
Jharkhand,2020,1,bokaro,352220
Jharkhand,2020,1,hazaribagh,248710
Jharkhand,2020,1,giridih,195939
Jharkhand,2020,1,deoghar,179746
Jharkhand,2020,1,palamu,161215
Jharkhand,2020,1,ramgarh,149467
Jharkhand,2020,1,saraikela kharsawan,124479
Jharkhand,2020,2,ranchi,658759
Jharkhand,2020,2,dhanbad,519732
Jharkhand,2020,2,east singhbhum,434360
Jharkhand,2020,2,bokaro,380895
Jharkhand,2020,2,hazaribagh,276976
Jharkhand,2020,2,giridih,220721
Jharkhand,2020,2,deoghar,210740
Jharkhand,2020,2,palamu,183579
Jharkhand,2020,2,ramgarh,165378
Jharkhand,2020,2,saraikela kharsawan,136923
Jharkhand,2020,3,ranchi,722352
Jharkhand,2020,3,dhanbad,564484
Jharkhand,2020,3,east singhbhum,476881
Jharkhand,2020,3,bokaro,412560
Jharkhand,2020,3,hazaribagh,306623
Jharkhand,2020,3,giridih,242810
Jharkhand,2020,3,deoghar,238221
Jharkhand,2020,3,palamu,204809
Jharkhand,2020,3,ramgarh,182149
Jharkhand,2020,3,saraikela kharsawan,150480
Jharkhand,2020,4,ranchi,791146
Jharkhand,2020,4,dhanbad,614521
Jharkhand,2020,4,east singhbhum,520692
Jharkhand,2020,4,bokaro,446968
Jharkhand,2020,4,hazaribagh,337622
Jharkhand,2020,4,giridih,266388
Jharkhand,2020,4,deoghar,261144
Jharkhand,2020,4,palamu,227735
Jharkhand,2020,4,ramgarh,199908
Jharkhand,2020,4,saraikela kharsawan,165120
Jharkhand,2021,1,ranchi,853943
Jharkhand,2021,1,dhanbad,661077
Jharkhand,2021,1,east singhbhum,560083
Jharkhand,2021,1,bokaro,480036
Jharkhand,2021,1,hazaribagh,366460
Jharkhand,2021,1,giridih,288800
Jharkhand,2021,1,deoghar,281799
Jharkhand,2021,1,palamu,247954
Jharkhand,2021,1,ramgarh,216188
Jharkhand,2021,1,saraikela kharsawan,177952
Jharkhand,2021,2,ranchi,913972
Jharkhand,2021,2,dhanbad,707255
Jharkhand,2021,2,east singhbhum,598988
Jharkhand,2021,2,bokaro,513303
Jharkhand,2021,2,hazaribagh,393223
Jharkhand,2021,2,giridih,311161
Jharkhand,2021,2,deoghar,302724
Jharkhand,2021,2,palamu,267081
Jharkhand,2021,2,ramgarh,231819
Jharkhand,2021,2,saraikela kharsawan,190784
Jharkhand,2021,3,ranchi,982147
Jharkhand,2021,3,dhanbad,759888
Jharkhand,2021,3,east singhbhum,642805
Jharkhand,2021,3,bokaro,551517
Jharkhand,2021,3,hazaribagh,424328
Jharkhand,2021,3,giridih,337529
Jharkhand,2021,3,deoghar,327586
Jharkhand,2021,3,palamu,289617
Jharkhand,2021,3,ramgarh,250016
Jharkhand,2021,3,saraikela kharsawan,205625
Jharkhand,2021,4,ranchi,1050479
Jharkhand,2021,4,dhanbad,812467
Jharkhand,2021,4,east singhbhum,686766
Jharkhand,2021,4,bokaro,589361
Jharkhand,2021,4,hazaribagh,455411
Jharkhand,2021,4,giridih,362829
Jharkhand,2021,4,deoghar,351728
Jharkhand,2021,4,palamu,311702
Jharkhand,2021,4,ramgarh,267710
Jharkhand,2021,4,saraikela kharsawan,220378
Jharkhand,2022,1,ranchi,1115386
Jharkhand,2022,1,dhanbad,862955
Jharkhand,2022,1,east singhbhum,728043
Jharkhand,2022,1,bokaro,626182
Jharkhand,2022,1,hazaribagh,485388
Jharkhand,2022,1,giridih,387949
Jharkhand,2022,1,deoghar,375345
Jharkhand,2022,1,palamu,333409
Jharkhand,2022,1,ramgarh,284993
Jharkhand,2022,1,saraikela kharsawan,234284
Jharkhand,2022,2,ranchi,1176707
Jharkhand,2022,2,dhanbad,910885
Jharkhand,2022,2,east singhbhum,767451
Jharkhand,2022,2,bokaro,661123
